domain	utterance	semantic_parse
weather	I'm curious about the weather temperature in Fahrenheit.	[IN:GET_WEATHER I 'm curious about the weather temperature in [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] . ]
weather	Are there spots in the mountains within 50 meters of Los Angeles?	[IN:GET_LOCATION Are there spots [SLLOCATION_MODIFIER in the mountains ] within [SL:SEARCH_RADIUS 50 meters ] of [SL:LOCATION_USER Los Angeles ] ? ]
weather	I'm looking for locations in Mumbai within 15 kilometers.	[IN:GET_LOCATION I 'm looking for locations in [SL:LOCATION_USER Mumbai ] within [SL:SEARCH_RADIUS 15 kilometers ] . ]
weather	I would like to know the sunset time at 1171 De Montfort Terrace on 1991-07-18 14:52:35.359145.	[IN:GET_SUNSET I would like to know the sunset time at [SL:LOCATION 1171 De Montfort Terrace ] on [SL:DATE_TIME 1991-07-18 14 : 52 : 35.359145 ] . ]
weather	Could you tell me if it's foggy and cold at 284 Judah Route?	[IN:GET_WEATHER Could you tell me if it 's [SL:WEATHER_ATTRIBUTE foggy ] and [SL:WEATHER cold ] at [SL:LOCATION 284 Judah Route ] ? ]
weather	What's the temperature in Kelvin at 749 Mark Twain Expressway?	[IN:GET_WEATHER What 's the temperature in [SL:WEATHER_TEMPERATURE_UNIT Kelvin ] at [SL:LOCATION 749 Mark Twain Expressway ] ? ]
weather	How can we locate downtown Paris, within a radius of 100 meters?	[IN:GET_LOCATION How can we locate [SLLOCATION_MODIFIER downtown ] [SL:LOCATION_USER Paris ] , within a radius of [SL:SEARCH_RADIUS 100 meters ] ? ]
weather	Can we search 1 mile at the beach?	[IN:GET_LOCATION Can we search [SL:SEARCH_RADIUS 1 mile ] [SLLOCATION_MODIFIER at the beach ] ? ]
weather	Can you tell me the absolute temperature forecast for today?	[IN:GET_WEATHER Can you tell me the [SL:WEATHER_TEMPERATURE_UNIT absolute temperature ] forecast for today ? ]
weather	Could you tell me the weather for 139 Lombard Crescent?	[IN:GET_WEATHER Could you tell me the weather for [SL:LOCATION 139 Lombard Crescent ] ? ]
weather	Expect rain this evening at 1222 Antonio Highway during sunset.	[IN:GET_SUNSET [SL:WEATHER Expect rain this evening ] at [SL:LOCATION 1222 Antonio Highway ] during sunset . ]
weather	Given the foggy weather, will sunset be seen at 363 Noe Boulevard?	[IN:GET_SUNSET Given the [SL:WEATHER foggy ] weather, will sunset be seen at [SL:LOCATION 363 Noe Boulevard ] ? ]
weather	Despite the rainy weather, is there a sunrise at 906 Easement Gardens?	[IN:GET_SUNRISE Despite the [SL:WEATHER rainy ] weather, is there a sunrise at [SL:LOCATION 906 Easement Gardens ] ? ]
weather	What time is sunrise at 228 Richards Motorway?	[IN:GET_SUNRISE What time is sunrise at [SL:LOCATION 228 Richards Motorway ] ? ]
weather	Is it hot in 232 Pinar Grove Reaumur?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE hot ] in [SL:LOCATION 232 Pinar Grove ] [SL:WEATHER_TEMPERATURE_UNIT Reaumur ] ? ]
weather	I'm curious about the sunrise at 405 San Pablo Canyon on a windy day.	[IN:GET_SUNRISE I 'm curious about the sunrise at [SL:LOCATION 405 San Pablo Canyon ] on a [SL:WEATHER windy ] day . ]
weather	Please check for locations that are within 20 miles of Sydney.	[IN:GET_LOCATION Please check for locations that are within [SL:SEARCH_RADIUS 20 miles ] of [SL:LOCATION_USER Sydney ] . ]
weather	I'm curious about the sunrise at 840 Plum Turnpike on 1989-08-22 11:50:06.012283.	[IN:GET_SUNRISE I 'm curious about the sunrise at [SL:LOCATION 840 Plum Turnpike ] on [SL:DATE_TIME 1989-08-22 11 : 50 : 06.012283 ] . ]
weather	I wonder if Paris is found 30 kilometers on the outskirts.	[IN:GET_LOCATION I wonder if [SL:LOCATION_USER Paris ] is found [SL:SEARCH_RADIUS 30 kilometers ] [SLLOCATION_MODIFIER on the outskirts ] . ]
weather	Is it foggy at 728 Westbrook Pass?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE foggy ] at [SL:LOCATION 728 Westbrook Pass ] ? ]
weather	I wonder if it's chilly at 971 Pemberton Ferry today.	[IN:GET_WEATHER I wonder if it 's [SL:WEATHER_ATTRIBUTE chilly ] at [SL:LOCATION 971 Pemberton Ferry ] today . ]
weather	Inquiring about the sunrise at 876 Bellevue Road on 1998-06-16 22:06:45.387685 is interesting.	[IN:GET_SUNRISE Inquiring about the sunrise at [SL:LOCATION 876 Bellevue Road ] on [SL:DATE_TIME 1998-06-16 22 : 06 : 45.387685 ] is interesting . ]
weather	Is the weather cloudy today?	[IN:GET_WEATHER Is the weather [SL:WEATHER cloudy ] today ? ]
weather	Is Berlin located in the valley?	[IN:GET_LOCATION Is [SL:LOCATION_USER Berlin ] located [SLLOCATION_MODIFIER in the valley ] ? ]
weather	Could you confirm if Cape Town lies near the coast?	[IN:GET_LOCATION Could you confirm if [SL:LOCATION_USER Cape Town ] lies [SLLOCATION_MODIFIER near the coast ] ? ]
weather	I'm curious about the sunset time at 559 Oakdale Court.	[IN:GET_SUNSET I 'm curious about the sunset time at [SL:LOCATION 559 Oakdale Court ] . ]
weather	197 Seal Rock Motorway is experiencing stormy weather right now.	[IN:GET_WEATHER [SL:LOCATION 197 Seal Rock Motorway ] is experiencing [SL:WEATHER_ATTRIBUTE stormy ] weather right now . ]
weather	I need to know the sunset time at 621 Rudden Crossing on 1994-10-06 03:58:19.563852.	[IN:GET_SUNSET I need to know the sunset time at [SL:LOCATION 621 Rudden Crossing ] on [SL:DATE_TIME 1994-10-06 03 : 58 : 19.563852 ] . ]
weather	Will the sunrise be snowy?	[IN:GET_SUNRISE Will the sunrise be [SL:WEATHER snowy ] ? ]
weather	Is the sunset at 224 De Forest Drive snowy?	[IN:GET_SUNSET Is the sunset at [SL:LOCATION 224 De Forest Drive ] [SL:WEATHER snowy ] ? ]
weather	Can we see a hot sunset at 539 Verna Hill?	[IN:GET_SUNSET Can we see a [SL:WEATHER hot ] sunset at [SL:LOCATION 539 Verna Hill ] ? ]
weather	I wonder what the sunrise will be like at 216 Kissling Terrace on 1989-09-27 18:01:29.300998.	[IN:GET_SUNRISE I wonder what the sunrise will be like at [SL:LOCATION 216 Kissling Terrace ] on [SL:DATE_TIME 1989-09-27 18 : 01 : 29.300998 ] . ]
weather	Is the weather chilly or hot?	[IN:GET_WEATHER Is the weather [SL:WEATHER_ATTRIBUTE chilly ] or [SL:WEATHER hot ] ? ]
weather	There is a stormy forecast for 1313 Mallorca Junction.	[IN:GET_WEATHER There is a [SL:WEATHER stormy ] forecast for [SL:LOCATION 1313 Mallorca Junction ] . ]
weather	Does the sunset occur when it's humid?	[IN:GET_SUNSET Does the sunset occur when it 's [SL:WEATHER humid ] ? ]
weather	Where is downtown Tokyo within 20 meters?	[IN:GET_LOCATION Where is [SLLOCATION_MODIFIER downtown ] [SL:LOCATION_USER Tokyo ] within [SL:SEARCH_RADIUS 20 meters ] ? ]
weather	On 1983-10-07 17:57:12.404634, it was rainy at 1322 Pierce Row.	[IN:GET_SUNRISE On [SL:DATE_TIME 1983-10-07 17 : 57 : 12.404634 ] , it was [SL:WEATHER rainy ] at [SL:LOCATION 1322 Pierce Row ] . ]
weather	Is the weather humid and snowy today?	[IN:GET_WEATHER Is the weather [SL:WEATHER_ATTRIBUTE humid ] and [SL:WEATHER snowy ] today ? ]
weather	Is it 200 meters close to the river?	[IN:GET_LOCATION Is it [SL:SEARCH_RADIUS 200 meters ] [SLLOCATION_MODIFIER close to the river ] ? ]
weather	Could you please provide the weather details for 2016-01-03 06:42:07.952460, measured in Rømer?	[IN:GET_WEATHER Could you please provide the weather details for [SL:DATE_TIME 2016-01-03 06 : 42 : 07.952460 ] , measured in [SL:WEATHER_TEMPERATURE_UNIT Rømer ] ? ]
weather	In Delisle, is the weather foggy and sunny?	[IN:GET_WEATHER In [SL:WEATHER_TEMPERATURE_UNIT Delisle ] , is the weather [SL:WEATHER_ATTRIBUTE foggy ] and [SL:WEATHER sunny ] ? ]
weather	I wonder if the sunset looks beautiful at 1125 Corbett Park.	[IN:GET_SUNSET I wonder if the sunset looks beautiful at [SL:LOCATION 1125 Corbett Park ] . ]
weather	I wonder about the sunrise at 1341 Union Bayou on 2000-05-13 09:55:21.475189.	[IN:GET_SUNRISE I wonder about the sunrise at [SL:LOCATION 1341 Union Bayou ] on [SL:DATE_TIME 2000-05-13 09 : 55 : 21.475189 ] . ]
weather	What time is sunrise at 695 Vernon Terrace?	[IN:GET_SUNRISE What time is sunrise at [SL:LOCATION 695 Vernon Terrace ] ? ]
weather	I wonder if the sunset at 233 Wawona Street is cold today.	[IN:GET_SUNSET I wonder if the sunset at [SL:LOCATION 233 Wawona Street ] is [SL:WEATHER cold ] today . ]
weather	On 1978-06-28 10:16:55.470975, it was rainy at 1040 South Hill Cove in Reaumur.	[IN:GET_WEATHER On [SL:DATE_TIME 1978-06-28 10 : 16 : 55.470975 ] , it was [SL:WEATHER_ATTRIBUTE rainy ] at [SL:LOCATION 1040 South Hill Cove ] in [SL:WEATHER_TEMPERATURE_UNIT Reaumur ] . ]
weather	I need to know the weather conditions at 63 Auburn Expressway.	[IN:GET_WEATHER I need to know the weather conditions at [SL:LOCATION 63 Auburn Expressway ] . ]
weather	I wonder if there's anything within 200 kilometers near the coast in Cape Town.	[IN:GET_LOCATION I wonder if there 's anything within [SL:SEARCH_RADIUS 200 kilometers ] [SLLOCATION_MODIFIER near the coast ] in [SL:LOCATION_USER Cape Town ] . ]
weather	I need to know the sunrise at 1234 Ashton Pike on 2008-10-07 06:06:48.212365.	[IN:GET_SUNRISE I need to know the sunrise at [SL:LOCATION 1234 Ashton Pike ] on [SL:DATE_TIME 2008-10-07 06 : 06 : 48.212365 ] . ]
weather	Can you find the place in 15 kilometers?	[IN:GET_LOCATION Can you find the place in [SL:SEARCH_RADIUS 15 kilometers ] ? ]
weather	Given the foggy conditions, when is sunrise at 135 Coleman Bypass?	[IN:GET_SUNRISE Given the [SL:WEATHER foggy ] conditions, when is sunrise at [SL:LOCATION 135 Coleman Bypass ] ? ]
weather	Could you search for locations within 1 kilometer on the outskirts of Berlin?	[IN:GET_LOCATION Could you search for locations within [SL:SEARCH_RADIUS 1 kilometer ] [SLLOCATION_MODIFIER on the outskirts ] of [SL:LOCATION_USER Berlin ] ? ]
weather	Could you tell me about the sunset at 935 Poppy Trace during snowy weather?	[IN:GET_SUNSET Could you tell me about the sunset at [SL:LOCATION 935 Poppy Trace ] during [SL:WEATHER snowy ] weather ? ]
weather	I'm curious about the weather conditions at 410 Peabody Landing on 1976-12-31 23:19:15.767100.	[IN:GET_WEATHER I 'm curious about the weather conditions at [SL:LOCATION 410 Peabody Landing ] on [SL:DATE_TIME 1976-12-31 23 : 19 : 15.767100 ] . ]
weather	I need to find downtown Cape Town within 30 miles.	[IN:GET_LOCATION I need to find [SLLOCATION_MODIFIER downtown ] [SL:LOCATION_USER Cape Town ] within [SL:SEARCH_RADIUS 30 miles ] . ]
weather	Since it's cloudy, what time will sunrise be at 451 Folsom Terrace?	[IN:GET_SUNRISE Since it 's [SL:WEATHER cloudy ] , what time will sunrise be at [SL:LOCATION 451 Folsom Terrace ] ? ]
weather	Can you find places within 100 kilometers in the suburbs of Los Angeles?	[IN:GET_LOCATION Can you find places within [SL:SEARCH_RADIUS 100 kilometers ] [SLLOCATION_MODIFIER in the suburbs ] of [SL:LOCATION_USER Los Angeles ] ? ]
weather	Can you tell me if it's foggy at 984 Gene Friend Ferry?	[IN:GET_WEATHER Can you tell me if it 's [SL:WEATHER_ATTRIBUTE foggy ] at [SL:LOCATION 984 Gene Friend Ferry ] ? ]
weather	I wonder if you are currently in Cape Town.	[IN:GET_LOCATION I wonder if you are currently in [SL:LOCATION_USER Cape Town ] . ]
weather	What's the Delisle humid weather today?	[IN:GET_WEATHER What 's the [SL:WEATHER_TEMPERATURE_UNIT Delisle ] [SL:WEATHER humid ] weather today ? ]
weather	I wonder if we are at the beach today.	[IN:GET_LOCATION I wonder if we are [SLLOCATION_MODIFIER at the beach ] today . ]
weather	Let's search for locations in Sydney, 50 kilometers along the coast.	[IN:GET_LOCATION Let 's search for locations in [SL:LOCATION_USER Sydney ] , [SL:SEARCH_RADIUS 50 kilometers ] [SLLOCATION_MODIFIER along the coast ] . ]
weather	You can enjoy the sunset at 150 Red Leaf Parkway tonight.	[IN:GET_SUNSET You can enjoy the sunset at [SL:LOCATION 150 Red Leaf Parkway ] tonight . ]
weather	Is the location in downtown Beijing?	[IN:GET_LOCATION Is the location in [SLLOCATION_MODIFIER downtown ] [SL:LOCATION_USER Beijing ] ? ]
weather	Could you tell me if it’s foggy in Newton at 579 Osage Park?	[IN:GET_WEATHER Could you tell me if it’s [SL:WEATHER foggy ] in [SL:WEATHER_TEMPERATURE_UNIT Newton ] at [SL:LOCATION 579 Osage Park ] ? ]
weather	Will it be sunny at 400 Paradise Gardens during sunrise?	[IN:GET_SUNRISE Will it be [SL:WEATHER sunny ] at [SL:LOCATION 400 Paradise Gardens ] during sunrise ? ]
weather	At 557 Sequoia Mall, was the weather freezing and rainy on 1994-08-29 20:11:51.623360?	[IN:GET_WEATHER At [SL:LOCATION 557 Sequoia Mall ] , was the weather [SL:WEATHER_ATTRIBUTE freezing ] and [SL:WEATHER rainy ] on [SL:DATE_TIME 1994-08-29 20 : 11 : 51.623360 ] ? ]
weather	Can you tell me the user's place in Paris?	[IN:GET_LOCATION Can you tell me the user 's place in [SL:LOCATION_USER Paris ] ? ]
weather	What can you discover in the city center of Cape Town, within a 10 miles radius?	[IN:GET_LOCATION What can you discover [SLLOCATION_MODIFIER in the city center ] of [SL:LOCATION_USER Cape Town ] , within a [SL:SEARCH_RADIUS 10 miles ] radius ? ]
weather	What places are near Sydney, within 100 miles?	[IN:GET_LOCATION What places are near [SL:LOCATION_USER Sydney ] , within [SL:SEARCH_RADIUS 100 miles ] ? ]
weather	I'm curious about the stormy and hot conditions at Le Chatelier, specifically at 795 Kamille Mews.	[IN:GET_WEATHER I 'm curious about the [SL:WEATHER_ATTRIBUTE stormy ] and [SL:WEATHER hot ] conditions at [SL:WEATHER_TEMPERATURE_UNIT Le Chatelier ] , specifically at [SL:LOCATION 795 Kamille Mews ] . ]
weather	I'm curious about the sunset location at 74 Duboce Turnpike.	[IN:GET_SUNSET I 'm curious about the sunset location at [SL:LOCATION 74 Duboce Turnpike ] . ]
weather	Does Romer have snowy weather at 1291 Pennington Canyon?	[IN:GET_WEATHER Does [SL:WEATHER_TEMPERATURE_UNIT Romer ] have [SL:WEATHER snowy ] weather at [SL:LOCATION 1291 Pennington Canyon ] ? ]
weather	During foggy weather, when is sunset at 238 Keppler Freeway?	[IN:GET_SUNSET During [SL:WEATHER foggy ] weather, when is sunset at [SL:LOCATION 238 Keppler Freeway ] ? ]
weather	I wonder if Berlin is located in the park.	[IN:GET_LOCATION I wonder if [SL:LOCATION_USER Berlin ] is located [SLLOCATION_MODIFIER in the park ] . ]
weather	I'm looking for a place in the valley within 1 mile of Berlin.	[IN:GET_LOCATION I 'm looking for a place [SLLOCATION_MODIFIER in the valley ] within [SL:SEARCH_RADIUS 1 mile ] of [SL:LOCATION_USER Berlin ] . ]
weather	What's the weather at 715 San Bruno Bridge?	[IN:GET_WEATHER What 's the weather at [SL:LOCATION 715 San Bruno Bridge ] ? ]
weather	Please provide the exact sunrise time at 45 Richland Alley on 2021-12-19 04:48:52.685855.	[IN:GET_SUNRISE Please provide the exact sunrise time at [SL:LOCATION 45 Richland Alley ] on [SL:DATE_TIME 2021-12-19 04 : 48 : 52.685855 ] . ]
weather	I want to know the sunset at 1087 Maynard Viaduct on 2025-01-25 09:36:55.990905.	[IN:GET_SUNSET I want to know the sunset at [SL:LOCATION 1087 Maynard Viaduct ] on [SL:DATE_TIME 2025-01-25 09 : 36 : 55.990905 ] . ]
weather	You must be enjoying Paris at the beach today.	[IN:GET_LOCATION You must be enjoying [SL:LOCATION_USER Paris ] [SLLOCATION_MODIFIER at the beach ] today . ]
weather	I'm curious about the sunset at 1111 Nob Hill Boulevard on 1986-06-04 14:55:13.042772.	[IN:GET_SUNSET I 'm curious about the sunset at [SL:LOCATION 1111 Nob Hill Boulevard ] on [SL:DATE_TIME 1986-06-04 14 : 55 : 13.042772 ] . ]
weather	I need to know if it's cloudy at 1348 Rock Parkway with Gas Mark settings.	[IN:GET_WEATHER I need to know if it 's [SL:WEATHER_ATTRIBUTE cloudy ] at [SL:LOCATION 1348 Rock Parkway ] with [SL:WEATHER_TEMPERATURE_UNIT Gas Mark ] settings . ]
weather	Are there any interesting sites within 10 miles of Cape Town?	[IN:GET_LOCATION Are there any interesting sites within [SL:SEARCH_RADIUS 10 miles ] of [SL:LOCATION_USER Cape Town ] ? ]
weather	What time is sunset at 214 Hussey Row?	[IN:GET_SUNSET What time is sunset at [SL:LOCATION 214 Hussey Row ] ? ]
weather	I wonder what time the sunset was at 565 Lapham Expressway on 1995-05-01 10:41:47.046020.	[IN:GET_SUNSET I wonder what time the sunset was at [SL:LOCATION 565 Lapham Expressway ] on [SL:DATE_TIME 1995-05-01 10 : 41 : 47.046020 ] . ]
weather	At 2011-08-02 16:13:25.842988, what is the temperature in Kelvin at 1367 Imperial Crossing?	[IN:GET_WEATHER At [SL:DATE_TIME 2011-08-02 16 : 13 : 25.842988 ] , what is the temperature in [SL:WEATHER_TEMPERATURE_UNIT Kelvin ] at [SL:LOCATION 1367 Imperial Crossing ] ? ]
weather	Is the weather sunny at 177 Kalmanovitz Manor?	[IN:GET_WEATHER Is the weather [SL:WEATHER sunny ] at [SL:LOCATION 177 Kalmanovitz Manor ] ? ]
weather	Can you tell me the sunrise time at 297 Arbor Circle on 2020-02-29 05:19:32.799925?	[IN:GET_SUNRISE Can you tell me the sunrise time at [SL:LOCATION 297 Arbor Circle ] on [SL:DATE_TIME 2020-02-29 05 : 19 : 32.799925 ] ? ]
weather	I'm wondering if Tokyo is located in the city center.	[IN:GET_LOCATION I 'm wondering if [SL:LOCATION_USER Tokyo ] is located [SLLOCATION_MODIFIER in the city center ] . ]
weather	Is this location downtown?	[IN:GET_LOCATION Is this location [SLLOCATION_MODIFIER downtown ] ? ]
weather	I'm curious about the sunrise time for 294 Ezekiel Grove on a rainy day.	[IN:GET_SUNRISE I 'm curious about the sunrise time for [SL:LOCATION 294 Ezekiel Grove ] on a [SL:WEATHER rainy ] day . ]
weather	I'm curious about the sunrise at 476 Birchwood Glen on 1973-09-19 04:52:59.036828.	[IN:GET_SUNRISE I 'm curious about the sunrise at [SL:LOCATION 476 Birchwood Glen ] on [SL:DATE_TIME 1973-09-19 04 : 52 : 59.036828 ] . ]
weather	There might be a spot 30 kilometers by the river.	[IN:GET_LOCATION There might be a spot [SL:SEARCH_RADIUS 30 kilometers ] [SLLOCATION_MODIFIER by the river ] . ]
weather	On a windy day, the sunrise at 1038 Hudson Lane was at 1987-07-06 22:45:02.759578.	[IN:GET_SUNRISE On a [SL:WEATHER windy ] day, the sunrise at [SL:LOCATION 1038 Hudson Lane ] was at [SL:DATE_TIME 1987-07-06 22 : 45 : 02.759578 ] . ]
weather	I want to know if it's sunny and the temperature is in Fahrenheit.	[IN:GET_WEATHER I want to know if it 's [SL:WEATHER_ATTRIBUTE sunny ] and the temperature is in [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] . ]
weather	Does Sydney exist in the city center?	[IN:GET_LOCATION Does [SL:LOCATION_USER Sydney ] exist [SLLOCATION_MODIFIER in the city center ] ? ]
weather	On 2023-03-08 08:08:10.649197, it's snowy at 85 Bigler Hill.	[IN:GET_SUNRISE On [SL:DATE_TIME 2023-03-08 08 : 08 : 10.649197 ] , it 's [SL:WEATHER snowy ] at [SL:LOCATION 85 Bigler Hill ] . ]
weather	Can you find something downtown Toronto, 20 meters away?	[IN:GET_LOCATION Can you find something [SLLOCATION_MODIFIER downtown ] [SL:LOCATION_USER Toronto ] , [SL:SEARCH_RADIUS 20 meters ] away ? ]
weather	What's nearby New York within 1 mile?	[IN:GET_LOCATION What 's nearby [SL:LOCATION_USER New York ] within [SL:SEARCH_RADIUS 1 mile ] ? ]
weather	I would love to know the exact location at the top of the mountain.	[IN:GET_LOCATION I would love to know the exact location [SLLOCATION_MODIFIER at the top of the mountain ] . ]
weather	Is your location New York?	[IN:GET_LOCATION Is your location [SL:LOCATION_USER New York ] ? ]
weather	Is the location in downtown Berlin?	[IN:GET_LOCATION Is the location in [SLLOCATION_MODIFIER downtown ] [SL:LOCATION_USER Berlin ] ? ]
weather	Could you tell me the sunset time for 145 Perine Run?	[IN:GET_SUNSET Could you tell me the sunset time for [SL:LOCATION 145 Perine Run ] ? ]
weather	Is the sunset at 163 Gladiolus Annex rainy?	[IN:GET_SUNSET Is the sunset at [SL:LOCATION 163 Gladiolus Annex ] [SL:WEATHER rainy ] ? ]
weather	I remember that the weather was really cold on 1984-02-27 06:52:25.617344.	[IN:GET_WEATHER I remember that the weather was really [SL:WEATHER cold ] on [SL:DATE_TIME 1984-02-27 06 : 52 : 25.617344 ] . ]
weather	On 1987-10-30 03:06:43.649015, it was chilly in Rankine at 247 Mclaren Pike.	[IN:GET_WEATHER On [SL:DATE_TIME 1987-10-30 03 : 06 : 43.649015 ] , it was [SL:WEATHER_ATTRIBUTE chilly ] in [SL:WEATHER_TEMPERATURE_UNIT Rankine ] at [SL:LOCATION 247 Mclaren Pike ] . ]
weather	Could the user be located in Rio de Janeiro?	[IN:GET_LOCATION Could the user be located in [SL:LOCATION_USER Rio de Janeiro ] ? ]
weather	What time does the sun rise at 972 Gaviota Row?	[IN:GET_SUNRISE What time does the sun rise at [SL:LOCATION 972 Gaviota Row ] ? ]
weather	Can you find somewhere 15 kilometers by the river?	[IN:GET_LOCATION Can you find somewhere [SL:SEARCH_RADIUS 15 kilometers ] [SLLOCATION_MODIFIER by the river ] ? ]
weather	Can you tell me if it's sunny in Kelvin?	[IN:GET_WEATHER Can you tell me if it 's [SL:WEATHER sunny ] in [SL:WEATHER_TEMPERATURE_UNIT Kelvin ] ? ]
weather	Will we see clear skies at sunrise?	[IN:GET_SUNRISE Will we see [SL:WEATHER clear skies ] at sunrise ? ]
weather	Is it stormy in Réaumur at 796 Downey Point?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE stormy ] in [SL:WEATHER_TEMPERATURE_UNIT Réaumur ] at [SL:LOCATION 796 Downey Point ] ? ]
weather	Don't miss the chance to see the beautiful sunset.	[IN:GET_SUNSET Don 't miss the chance to see the beautiful sunset . ]
weather	Please provide the sunset information for 912 Tulane Street on 1974-11-29 19:29:46.742867.	[IN:GET_SUNSET Please provide the sunset information for [SL:LOCATION 912 Tulane Street ] on [SL:DATE_TIME 1974-11-29 19 : 29 : 46.742867 ] . ]
weather	I wonder if the sunrise will occur at 2024-04-03 13:13:17.469492 under cloudy skies.	[IN:GET_SUNRISE I wonder if the sunrise will occur at [SL:DATE_TIME 2024-04-03 13 : 13 : 17.469492 ] under [SL:WEATHER cloudy ] skies . ]
weather	I wonder if today's weather is both humid and rainy.	[IN:GET_WEATHER I wonder if today 's weather is both [SL:WEATHER_ATTRIBUTE humid ] and [SL:WEATHER rainy ] . ]
weather	Could you tell me if the sunset happens at 1277 Gateview 2 Stravenue?	[IN:GET_SUNSET Could you tell me if the sunset happens at [SL:LOCATION 1277 Gateview 2 Stravenue ] ? ]
weather	People often wonder if Berlin is located in the mountains.	[IN:GET_LOCATION People often wonder if [SL:LOCATION_USER Berlin ] is located [SLLOCATION_MODIFIER in the mountains ] . ]
weather	Could you tell me about the humid sunset at 600 Elmwood Green?	[IN:GET_SUNSET Could you tell me about the [SL:WEATHER humid ] sunset at [SL:LOCATION 600 Elmwood Green ] ? ]
weather	Is it currently drizzly and foggy in Newton today?	[IN:GET_WEATHER Is it currently [SL:WEATHER_ATTRIBUTE drizzly ] and [SL:WEATHER foggy ] in [SL:WEATHER_TEMPERATURE_UNIT Newton ] today ? ]
weather	I'm curious about the sunrise timing at 667 Fell Terrace on 1997-07-15 19:25:25.570427.	[IN:GET_SUNRISE I 'm curious about the sunrise timing at [SL:LOCATION 667 Fell Terrace ] on [SL:DATE_TIME 1997-07-15 19 : 25 : 25.570427 ] . ]
weather	I would like to know the weather conditions on 2008-06-15 23:03:30.968113 measured in Joules.	[IN:GET_WEATHER I would like to know the weather conditions on [SL:DATE_TIME 2008-06-15 23 : 03 : 30.968113 ] measured in [SL:WEATHER_TEMPERATURE_UNIT Joules ] . ]
weather	Can we check if it's humid at 215 Moffitt Arcade in Celsius?	[IN:GET_WEATHER Can we check if it 's [SL:WEATHER humid ] at [SL:LOCATION 215 Moffitt Arcade ] in [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ? ]
weather	I'm curious, what time does sunrise occur at 599 Tiffany Center when it's stormy?	[IN:GET_SUNRISE I 'm curious, what time does sunrise occur at [SL:LOCATION 599 Tiffany Center ] when it 's [SL:WEATHER stormy ] ? ]
weather	Can you tell me the sunrise time for 410 Lamartine Glen?	[IN:GET_SUNRISE Can you tell me the sunrise time for [SL:LOCATION 410 Lamartine Glen ] ? ]
weather	Is the Gas Mark sunny or overcast?	[IN:GET_WEATHER Is the [SL:WEATHER_TEMPERATURE_UNIT Gas Mark ] [SL:WEATHER sunny ] or [SL:WEATHER_ATTRIBUTE overcast ] ? ]
weather	Can you tell me sunrise at 477 Leese Ferry?	[IN:GET_SUNRISE Can you tell me sunrise at [SL:LOCATION 477 Leese Ferry ] ? ]
weather	Is it sunrise while it's rainy?	[IN:GET_SUNRISE Is it sunrise while it 's [SL:WEATHER rainy ] ? ]
weather	Can you tell me the weather for 551 Ada Pass?	[IN:GET_WEATHER Can you tell me the weather for [SL:LOCATION 551 Ada Pass ] ? ]
weather	On a windy day, what time was the sunset at 1246 Torney Bypass on 1983-05-16 09:45:37.545291?	[IN:GET_SUNSET On a [SL:WEATHER windy ] day, what time was the sunset at [SL:LOCATION 1246 Torney Bypass ] on [SL:DATE_TIME 1983-05-16 09 : 45 : 37.545291 ] ? ]
weather	The weather is often cold during sunrise hours.	[IN:GET_SUNRISE The weather is often [SL:WEATHER cold ] during sunrise hours . ]
weather	Could you provide the latest weather report for Newton?	[IN:GET_WEATHER Could you provide the latest weather report for [SL:WEATHER_TEMPERATURE_UNIT Newton ] ? ]
weather	What time is sunrise at 791 Harrington Manor?	[IN:GET_SUNRISE What time is sunrise at [SL:LOCATION 791 Harrington Manor ] ? ]
weather	Where is New York within 2 miles?	[IN:GET_LOCATION Where is [SL:LOCATION_USER New York ] within [SL:SEARCH_RADIUS 2 miles ] ? ]
weather	Can you find locations 100 meters in the suburbs?	[IN:GET_LOCATION Can you find locations [SL:SEARCH_RADIUS 100 meters ] [SLLOCATION_MODIFIER in the suburbs ] ? ]
weather	Is there a location in London within 1 mile?	[IN:GET_LOCATION Is there a location in [SL:LOCATION_USER London ] within [SL:SEARCH_RADIUS 1 mile ] ? ]
weather	I wonder what time the sun rises at 124 Baltimore Center on 2015-11-19 01:25:03.936287.	[IN:GET_SUNRISE I wonder what time the sun rises at [SL:LOCATION 124 Baltimore Center ] on [SL:DATE_TIME 2015-11-19 01 : 25 : 03.936287 ] . ]
weather	I want to know if it is cloudy at 1295 Oak Place on 2010-09-15 12:22:24.624945.	[IN:GET_WEATHER I want to know if it is [SL:WEATHER_ATTRIBUTE cloudy ] at [SL:LOCATION 1295 Oak Place ] on [SL:DATE_TIME 2010-09-15 12 : 22 : 24.624945 ] . ]
weather	I wonder if the user's location is in Sydney.	[IN:GET_LOCATION I wonder if the user 's location is in [SL:LOCATION_USER Sydney ] . ]
weather	What's in Berlin within 10 miles?	[IN:GET_LOCATION What 's in [SL:LOCATION_USER Berlin ] within [SL:SEARCH_RADIUS 10 miles ] ? ]
